ligand_id,is_known_active,enopt_score,enopt_rank
CHEMBL10712,0,0.8534092307090759,138
CHEMBL30795,0,0.8515844941139221,139
CHEMBL37437,0,0.8508151173591614,140
CHEMBL27391,0,0.8496262431144714,141
CHEMBL38389,0,0.8496262431144714,142
CHEMBL31312,0,0.8491712808609009,143
CHEMBL31316,0,0.8491712808609009,144
CHEMBL10465,0,0.8485478162765503,145
CHEMBL39958,0,0.8485478162765503,146
CHEMBL37833,0,0.8458853960037231,147
CHEMBL33696,0,0.8458853960037231,148
CHEMBL37334,0,0.8448131680488586,149
CHEMBL8565,0,0.8440336585044861,150
CHEMBL4560018,0,0.8440336585044861,151
CHEMBL4434933,0,0.8440336585044861,152
CHEMBL15300,0,0.843436598777771,153
CHEMBL31007,0,0.8433522582054138,154
CHEMBL38570,0,0.8433522582054138,155
CHEMBL27589,0,0.8433522582054138,156
CHEMBL23826,0,0.8433522582054138,157
CHEMBL4553595,0,0.8409523963928223,158
CHEMBL12405,0,0.8409523963928223,159
CHEMBL13074,0,0.8409523963928223,160
CHEMBL11666,0,0.8374896049499512,161
CHEMBL14423,0,0.8372371196746826,162
CHEMBL23926,0,0.8350670337677002,163
CHEMBL29150,0,0.8350670337677002,164
CHEMBL444924,0,0.8348108530044556,165
CHEMBL18572,0,0.8325797915458679,166
CHEMBL8564,0,0.8325797915458679,167
CHEMBL23630,0,0.830742359161377,168
CHEMBL3310580,0,0.8289402723312378,169
CHEMBL38697,0,0.8261682987213135,170
CHEMBL36969,0,0.8261682987213135,171
CHEMBL572573,0,0.825570285320282,172
CHEMBL35363,0,0.825570285320282,173
CHEMBL17048,0,0.8254337310791016,174
CHEMBL37695,0,0.8254337310791016,175
CHEMBL7870,0,0.8252670168876648,176
CHEMBL20935,0,0.8252670168876648,177
CHEMBL19865,0,0.8252670168876648,178
CHEMBL10875,0,0.8252670168876648,179
CHEMBL38173,0,0.8252670168876648,180
CHEMBL37629,0,0.8252670168876648,181
CHEMBL3347277,0,0.8252670168876648,182
CHEMBL14364,0,0.8252670168876648,183
CHEMBL37063,0,0.8252670168876648,184
CHEMBL4435097,0,0.8243916034698486,185
CHEMBL7451,0,0.8235430717468262,186
CHEMBL12488,0,0.8221870064735413,187
CHEMBL7752,0,0.8221870064735413,188
CHEMBL19515,0,0.8192020654678345,189
CHEMBL39699,0,0.8192020654678345,190
CHEMBL39101,0,0.8192020654678345,191
CHEMBL12793,0,0.8192020654678345,192
CHEMBL22978,0,0.8163145780563354,193
CHEMBL9768,0,0.8139222860336304,194
CHEMBL20165,0,0.8139222860336304,195
CHEMBL26136,0,0.8131285309791565,196
CHEMBL24591,0,0.8124843239784241,197
