action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,14712824,[],CHEMBL3292795,Agonist activity at human beta2 receptor in BEAS-2B cells assessed as cAMP accumulation by radioimmunoassay,F,,,BAO_0000188,BAO_0000219,cell-based format,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,,,CHEMBL3286330,Bioorg Med Chem Lett,2014.0,,,CHEMBL1263,SALMETEROL,CHEMBL1263,9.3,1,http://www.openphacts.org/units/Nanomolar,2119075,=,1,1,=,,EC50,nM,,0.5012,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,9.3
,,14712825,[],CHEMBL3292795,Agonist activity at human beta2 receptor in BEAS-2B cells assessed as cAMP accumulation by radioimmunoassay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,,,CHEMBL3286330,Bioorg Med Chem Lett,2014.0,,,CHEMBL1256786,FORMOTEROL,CHEMBL1256786,8.6,0,http://www.openphacts.org/units/Nanomolar,2119076,=,1,1,=,,EC50,nM,,2.512,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,8.6
,,14712826,[],CHEMBL3292795,Agonist activity at human beta2 receptor in BEAS-2B cells assessed as cAMP accumulation by radioimmunoassay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c(CO)c3)cc2)cc1-c1ccccc1,,,CHEMBL3286330,Bioorg Med Chem Lett,2014.0,,,CHEMBL3290997,,CHEMBL3290997,8.4,0,http://www.openphacts.org/units/Nanomolar,2119104,=,1,1,=,,EC50,nM,,3.981,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,8.4
,,14712827,[],CHEMBL3292795,Agonist activity at human beta2 receptor in BEAS-2B cells assessed as cAMP accumulation by radioimmunoassay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c(NC=O)c3)cc2)cc1-c1ccccc1,,,CHEMBL3286330,Bioorg Med Chem Lett,2014.0,,,CHEMBL3290998,,CHEMBL3290998,9.1,0,http://www.openphacts.org/units/Nanomolar,2119105,=,1,1,=,,EC50,nM,,0.7943,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,9.1
,,14712828,[],CHEMBL3292795,Agonist activity at human beta2 receptor in BEAS-2B cells assessed as cAMP accumulation by radioimmunoassay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1-c1ccccc1,,,CHEMBL3286330,Bioorg Med Chem Lett,2014.0,,,CHEMBL3290999,,CHEMBL3290999,9.4,0,http://www.openphacts.org/units/Nanomolar,2119106,=,1,1,=,,EC50,nM,,0.3981,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,9.4
,,14723001,[],CHEMBL3292430,Binding affinity to adrenergic beta-2 receptor (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nc(C(F)(F)c2ccccc2)nc2c1CCNCC2,,,CHEMBL3286089,J Med Chem,2014.0,"{'bei': '19.23', 'le': '0.36', 'lle': '3.50', 'sei': '11.75'}",,CHEMBL3286557,,CHEMBL3286557,5.85,0,http://www.openphacts.org/units/Nanomolar,2113651,=,1,1,=,,IC50,nM,,1400.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1400.0
,,15030865,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '20.69', 'le': '0.39', 'lle': '4.49', 'sei': '10.49'}",,CHEMBL1263,SALMETEROL,CHEMBL1263,8.6,1,http://www.openphacts.org/units/Nanomolar,2267357,=,1,1,=,,Ki,nM,,2.512,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,8.6
,,15030866,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '21.78', 'le': '0.41', 'lle': '5.28', 'sei': '8.26'}",,CHEMBL1256786,FORMOTEROL,CHEMBL1256786,7.5,1,http://www.openphacts.org/units/Nanomolar,2267358,=,1,1,=,,Ki,nM,,31.62,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,7.5
,,15030867,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1-c1ccccc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '15.72', 'le': '0.29', 'lle': '2.68', 'sei': '7.69'}",,CHEMBL3290999,,CHEMBL3290999,8.2,0,http://www.openphacts.org/units/Nanomolar,2267359,=,1,1,=,,Ki,nM,,6.31,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,8.2
,,15030868,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1-c1ccccc1CN,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '15.44', 'le': '0.28', 'lle': '3.52', 'sei': '6.41'}",,CHEMBL3298324,,CHEMBL3298324,8.5,0,http://www.openphacts.org/units/Nanomolar,2267360,=,1,1,=,,Ki,nM,,3.162,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,8.5
,,15030869,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1-c1cccc(CN)c1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '15.98', 'le': '0.29', 'lle': '3.82', 'sei': '6.63'}",,CHEMBL3298325,,CHEMBL3298325,8.8,0,http://www.openphacts.org/units/Nanomolar,2267361,=,1,1,=,,Ki,nM,,1.585,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,8.8
,,15030870,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1-c1ccc(CN)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '16.16', 'le': '0.30', 'lle': '3.92', 'sei': '6.71'}",,CHEMBL3298326,,CHEMBL3298326,8.9,0,http://www.openphacts.org/units/Nanomolar,2267362,=,1,1,=,,Ki,nM,,1.259,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,8.9
,,15030871,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,O=CNc1cc([C@@H](O)CNCCc2ccc(NC[C@H](O)c3ccccc3)cc2)ccc1O,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '19.52', 'le': '0.36', 'lle': '5.53', 'sei': '7.47'}",,CHEMBL1940832,MILVETEROL,CHEMBL1940832,8.5,1,http://www.openphacts.org/units/Nanomolar,2267363,=,1,1,=,,Ki,nM,,3.162,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,8.5
,,15030872,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,CCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '17.19', 'le': '0.32', 'lle': '3.66', 'sei': '7.41'}",,CHEMBL3298327,,CHEMBL3298327,7.9,0,http://www.openphacts.org/units/Nanomolar,2267364,=,1,1,=,,Ki,nM,,12.59,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,7.9
,,15030873,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,NCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '17.28', 'le': '0.32', 'lle': '5.02', 'sei': '6.18'}",,CHEMBL3298328,,CHEMBL3298328,8.2,0,http://www.openphacts.org/units/Nanomolar,2267365,=,1,1,=,,Ki,nM,,6.31,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,8.2
,,15030874,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,NCCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '16.99', 'le': '0.31', 'lle': '4.73', 'sei': '6.26'}",,CHEMBL3298329,,CHEMBL3298329,8.3,0,http://www.openphacts.org/units/Nanomolar,2267366,=,1,1,=,,Ki,nM,,5.012,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,8.3
,,15030875,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,NCCCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '16.51', 'le': '0.31', 'lle': '4.34', 'sei': '6.26'}",,CHEMBL3298330,,CHEMBL3298330,8.3,0,http://www.openphacts.org/units/Nanomolar,2267367,=,1,1,=,,Ki,nM,,5.012,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,8.3
,,15030876,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,NCCOCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '15.81', 'le': '0.29', 'lle': '5.00', 'sei': '5.78'}",,CHEMBL3298691,,CHEMBL3298691,8.2,0,http://www.openphacts.org/units/Nanomolar,2267368,=,1,1,=,,Ki,nM,,6.31,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,8.2
,,15030877,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,CC(C)(C)OC(=O)NCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '13.40', 'le': '0.25', 'lle': '2.95', 'sei': '5.31'}",,CHEMBL3298692,,CHEMBL3298692,7.7,0,http://www.openphacts.org/units/Nanomolar,2267369,=,1,1,=,,Ki,nM,,19.95,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,7.7
,,15030878,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,O=C(NCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1)c1ccccc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '13.82', 'le': '0.25', 'lle': '3.35', 'sei': '5.89'}",,CHEMBL3298762,,CHEMBL3298762,8.0,0,http://www.openphacts.org/units/Nanomolar,2267370,=,1,1,=,,Ki,nM,,10.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,8.0
,,15030879,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,O=c1ccc2c([C@@H](O)CNCCc3ccc(Nc4ccc(OCCN5CCOCC5)cc4)cc3)ccc(O)c2[nH]1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '14.14', 'le': '0.26', 'lle': '4.15', 'sei': '6.47'}",,CHEMBL3298831,,CHEMBL3298831,7.7,0,http://www.openphacts.org/units/Nanomolar,2267371,=,1,1,=,,Ki,nM,,19.95,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,7.7
,,15030880,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,CS(=O)(=O)N1CCN(CCOc2ccc(Nc3ccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)ccc45)cc3)cc2)CC1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '12.06', 'le': '0.23', 'lle': '4.70', 'sei': '5.09'}",,CHEMBL3298832,,CHEMBL3298832,7.5,0,http://www.openphacts.org/units/Nanomolar,2267372,=,1,1,=,,Ki,nM,,31.62,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,7.5
,,15030881,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,O=c1ccc2c([C@@H](O)CNCCc3ccc(Nc4ccc(OCCN5CCNCC5)cc4)cc3)ccc(O)c2[nH]1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '14.71', 'le': '0.27', 'lle': '4.87', 'sei': '6.56'}",,CHEMBL3298897,,CHEMBL3298897,8.0,0,http://www.openphacts.org/units/Nanomolar,2267373,=,1,1,=,,Ki,nM,,10.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,8.0
,,15030882,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,CC(C)(N)COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '16.31', 'le': '0.30', 'lle': '4.24', 'sei': '6.18'}",,CHEMBL3298986,,CHEMBL3298986,8.2,0,http://www.openphacts.org/units/Nanomolar,2267374,=,1,1,=,,Ki,nM,,6.31,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,8.2
,,15030883,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,CC(C)(N)COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1-c1ccccc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '15.55', 'le': '0.29', 'lle': '3.37', 'sei': '6.79'}",,CHEMBL3298987,,CHEMBL3298987,9.0,0,http://www.openphacts.org/units/Nanomolar,2267375,=,1,1,=,,Ki,nM,,1.0,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,9.0
,,15030884,[],CHEMBL3369035,Displacement of [3H]dihydroalprenolol from human beta2 adrenergic receptor expressing cell membrane by competition binding assay,B,,,BAO_0000192,BAO_0000019,assay format,CC(C)(N)COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c(NC=O)c3)cc2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,"{'bei': '15.88', 'le': '0.30', 'lle': '3.91', 'sei': '5.90'}",,CHEMBL3298213,,CHEMBL3298213,7.6,0,http://www.openphacts.org/units/Nanomolar,2267376,=,1,1,=,,Ki,nM,,25.12,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pKi,,UO_0000065,,7.6
,,15030925,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL1263,SALMETEROL,CHEMBL1263,9.5,1,http://www.openphacts.org/units/Nanomolar,2267357,=,1,1,=,,EC50,nM,,0.3162,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,9.5
,,15030926,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL1256786,FORMOTEROL,CHEMBL1256786,9.7,1,http://www.openphacts.org/units/Nanomolar,2267358,=,1,1,=,,EC50,nM,,0.1995,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,9.7
,,15030927,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1-c1ccccc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL3290999,,CHEMBL3290999,9.9,1,http://www.openphacts.org/units/Nanomolar,2267359,=,1,1,=,,EC50,nM,,0.1259,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,9.9
,,15030928,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1-c1ccccc1CN,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL3298324,,CHEMBL3298324,9.9,0,http://www.openphacts.org/units/Nanomolar,2267360,=,1,1,=,,EC50,nM,,0.1259,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,9.9
,,15030929,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1-c1cccc(CN)c1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL3298325,,CHEMBL3298325,10.1,0,http://www.openphacts.org/units/Nanomolar,2267361,=,1,1,=,,EC50,nM,,0.07943,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,10.1
,,15030930,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,COc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1-c1ccc(CN)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL3298326,,CHEMBL3298326,10.0,0,http://www.openphacts.org/units/Nanomolar,2267362,=,1,1,=,,EC50,nM,,0.1,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,10.0
,,15030931,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=CNc1cc([C@@H](O)CNCCc2ccc(NC[C@H](O)c3ccccc3)cc2)ccc1O,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL1940832,MILVETEROL,CHEMBL1940832,10.2,1,http://www.openphacts.org/units/Nanomolar,2267363,=,1,1,=,,EC50,nM,,0.0631,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,10.2
,,15030932,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL3298327,,CHEMBL3298327,9.6,0,http://www.openphacts.org/units/Nanomolar,2267364,=,1,1,=,,EC50,nM,,0.2512,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,9.6
,,15030933,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,NCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL3298328,,CHEMBL3298328,10.0,0,http://www.openphacts.org/units/Nanomolar,2267365,=,1,1,=,,EC50,nM,,0.1,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,10.0
,,15030934,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,NCCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL3298329,,CHEMBL3298329,9.8,0,http://www.openphacts.org/units/Nanomolar,2267366,=,1,1,=,,EC50,nM,,0.1585,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,9.8
,,15030935,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,NCCCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL3298330,,CHEMBL3298330,9.9,0,http://www.openphacts.org/units/Nanomolar,2267367,=,1,1,=,,EC50,nM,,0.1259,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,9.9
,,15030936,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,NCCOCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL3298691,,CHEMBL3298691,9.8,0,http://www.openphacts.org/units/Nanomolar,2267368,=,1,1,=,,EC50,nM,,0.1585,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,9.8
,,15030937,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,CC(C)(C)OC(=O)NCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL3298692,,CHEMBL3298692,9.3,0,http://www.openphacts.org/units/Nanomolar,2267369,=,1,1,=,,EC50,nM,,0.5012,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,9.3
,,15030938,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=C(NCCOc1ccc(Nc2ccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)cc2)cc1)c1ccccc1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL3298762,,CHEMBL3298762,9.3,0,http://www.openphacts.org/units/Nanomolar,2267370,=,1,1,=,,EC50,nM,,0.5012,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,9.3
,,15030939,[],CHEMBL3369038,Agonist activity at human beta2 adrenergic receptor expressed in cells by cAMP accumulation assay,F,,,BAO_0000188,BAO_0000219,cell-based format,O=c1ccc2c([C@@H](O)CNCCc3ccc(Nc4ccc(OCCN5CCOCC5)cc4)cc3)ccc(O)c2[nH]1,,,CHEMBL3297645,Bioorg Med Chem Lett,2014.0,,,CHEMBL3298831,,CHEMBL3298831,9.5,0,http://www.openphacts.org/units/Nanomolar,2267371,=,1,1,=,,EC50,nM,,0.3162,CHEMBL210,Homo sapiens,Beta-2 adrenergic receptor,9606,,,pEC50,,UO_0000065,,9.5
